country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Qatar,2013,female,15-24 years,0,84449,0.854,"198,727,747,253",93066,Millenials
Qatar,2013,female,35-54 years,0,145530,0.854,"198,727,747,253",93066,Generation X
Qatar,2013,female,5-14 years,0,89888,0.854,"198,727,747,253",93066,Generation Z
Qatar,2013,female,55-74 years,0,21311,0.854,"198,727,747,253",93066,Boomers
Qatar,2013,female,75+ years,0,2575,0.854,"198,727,747,253",93066,Silent
Qatar,2013,male,5-14 years,0,97682,0.854,"198,727,747,253",93066,Generation Z
Qatar,2013,male,55-74 years,0,72220,0.854,"198,727,747,253",93066,Boomers
Qatar,2013,male,75+ years,0,4448,0.854,"198,727,747,253",93066,Silent
Qatar,2014,female,55-74 years,1,22469,0.853,"206,224,725,275",91587,Boomers
Qatar,2014,male,15-24 years,12,286756,0.853,"206,224,725,275",91587,Millenials
Qatar,2014,male,35-54 years,23,629627,0.853,"206,224,725,275",91587,Generation X
Qatar,2014,male,55-74 years,2,80029,0.853,"206,224,725,275",91587,Boomers
Qatar,2014,male,25-34 years,15,626535,0.853,"206,224,725,275",91587,Millenials
Qatar,2014,female,15-24 years,1,85593,0.853,"206,224,725,275",91587,Millenials
Qatar,2014,female,25-34 years,1,153842,0.853,"206,224,725,275",91587,Millenials
Qatar,2014,female,35-54 years,0,157182,0.853,"206,224,725,275",91587,Generation X
Qatar,2014,female,5-14 years,0,97388,0.853,"206,224,725,275",91587,Generation Z
Qatar,2014,female,75+ years,0,2802,0.853,"206,224,725,275",91587,Silent
Qatar,2014,male,5-14 years,0,104323,0.853,"206,224,725,275",91587,Generation Z
Qatar,2014,male,75+ years,0,5136,0.853,"206,224,725,275",91587,Silent
Qatar,2015,male,15-24 years,13,277494,0.854,"164,641,483,516",69937,Millenials
Qatar,2015,male,35-54 years,23,651297,0.854,"164,641,483,516",69937,Generation X
Qatar,2015,male,25-34 years,20,672458,0.854,"164,641,483,516",69937,Millenials
Qatar,2015,female,35-54 years,5,169638,0.854,"164,641,483,516",69937,Generation X
Qatar,2015,female,15-24 years,2,85120,0.854,"164,641,483,516",69937,Millenials
Qatar,2015,female,25-34 years,2,162310,0.854,"164,641,483,516",69937,Millenials
Qatar,2015,male,55-74 years,1,88140,0.854,"164,641,483,516",69937,Boomers
Qatar,2015,female,5-14 years,0,104727,0.854,"164,641,483,516",69937,Generation Z
Qatar,2015,female,55-74 years,0,23389,0.854,"164,641,483,516",69937,Boomers
Qatar,2015,female,75+ years,0,2996,0.854,"164,641,483,516",69937,Silent
Qatar,2015,male,5-14 years,0,110987,0.854,"164,641,483,516",69937,Generation Z
Qatar,2015,male,75+ years,0,5591,0.854,"164,641,483,516",69937,Silent
Republic of Korea,2011,male,75+ years,1276,688365,0.888,"1,202,463,682,634",25157,Silent
Republic of Korea,2011,male,55-74 years,3393,4177826,0.888,"1,202,463,682,634",25157,Boomers
Republic of Korea,2011,female,75+ years,894,1360809,0.888,"1,202,463,682,634",25157,Silent
Republic of Korea,2011,male,35-54 years,4255,8696946,0.888,"1,202,463,682,634",25157,Generation X
Republic of Korea,2011,male,25-34 years,1384,3868804,0.888,"1,202,463,682,634",25157,Millenials
Republic of Korea,2011,female,55-74 years,1178,4598818,0.888,"1,202,463,682,634",25157,Boomers
Republic of Korea,2011,female,25-34 years,901,3682791,0.888,"1,202,463,682,634",25157,Millenials
Republic of Korea,2011,female,35-54 years,1694,8426582,0.888,"1,202,463,682,634",25157,Generation X
Republic of Korea,2011,male,15-24 years,528,3543608,0.888,"1,202,463,682,634",25157,Millenials
Republic of Korea,2011,female,15-24 years,347,3161440,0.888,"1,202,463,682,634",25157,Millenials
Republic of Korea,2011,male,5-14 years,30,2914466,0.888,"1,202,463,682,634",25157,Generation Z
Republic of Korea,2011,female,5-14 years,26,2677562,0.888,"1,202,463,682,634",25157,Generation Z
Republic of Korea,2012,male,75+ years,1137,745816,0.89,"1,222,807,284,485",25464,Silent
Republic of Korea,2012,male,55-74 years,3039,4379584,0.89,"1,222,807,284,485",25464,Boomers
Republic of Korea,2012,female,75+ years,887,1444622,0.89,"1,222,807,284,485",25464,Silent
Republic of Korea,2012,male,35-54 years,3732,8693747,0.89,"1,222,807,284,485",25464,Generation X
Republic of Korea,2012,male,25-34 years,1210,3795994,0.89,"1,222,807,284,485",25464,Millenials
Republic of Korea,2012,female,55-74 years,1060,4778393,0.89,"1,222,807,284,485",25464,Boomers
Republic of Korea,2012,female,25-34 years,733,3604570,0.89,"1,222,807,284,485",25464,Millenials
Republic of Korea,2012,female,35-54 years,1539,8431939,0.89,"1,222,807,284,485",25464,Generation X
Republic of Korea,2012,male,15-24 years,475,3573502,0.89,"1,222,807,284,485",25464,Millenials
Republic of Korea,2012,female,15-24 years,299,3188031,0.89,"1,222,807,284,485",25464,Millenials
Republic of Korea,2012,male,5-14 years,28,2802575,0.89,"1,222,807,284,485",25464,Generation Z
Republic of Korea,2012,female,5-14 years,20,2582212,0.89,"1,222,807,284,485",25464,Generation Z
Republic of Korea,2013,male,75+ years,1191,806960,0.893,"1,305,604,981,272",27060,Silent
Republic of Korea,2013,male,55-74 years,3136,4595358,0.893,"1,305,604,981,272",27060,Boomers
Republic of Korea,2013,female,75+ years,816,1531049,0.893,"1,305,604,981,272",27060,Silent
Republic of Korea,2013,male,35-54 years,4112,8662051,0.893,"1,305,604,981,272",27060,Generation X
Republic of Korea,2013,male,25-34 years,1126,3731895,0.893,"1,305,604,981,272",27060,Millenials
Republic of Korea,2013,female,55-74 years,1004,4970200,0.893,"1,305,604,981,272",27060,Boomers
Republic of Korea,2013,female,25-34 years,698,3536920,0.893,"1,305,604,981,272",27060,Millenials
Republic of Korea,2013,female,35-54 years,1550,8407766,0.893,"1,305,604,981,272",27060,Generation X
Republic of Korea,2013,male,15-24 years,473,3589652,0.893,"1,305,604,981,272",27060,Millenials
Republic of Korea,2013,female,15-24 years,283,3205797,0.893,"1,305,604,981,272",27060,Millenials
Republic of Korea,2013,male,5-14 years,21,2708467,0.893,"1,305,604,981,272",27060,Generation Z
Republic of Korea,2013,female,5-14 years,16,2502109,0.893,"1,305,604,981,272",27060,Generation Z
Republic of Korea,2014,male,75+ years,1090,875829,0.896,"1,411,333,926,201",29120,Silent
Republic of Korea,2014,male,55-74 years,2952,4819912,0.896,"1,411,333,926,201",29120,Boomers
Republic of Korea,2014,male,35-54 years,4085,8631486,0.896,"1,411,333,926,201",29120,Generation X
Republic of Korea,2014,female,75+ years,721,1627234,0.896,"1,411,333,926,201",29120,Silent
Republic of Korea,2014,male,25-34 years,1133,3662939,0.896,"1,411,333,926,201",29120,Millenials
Republic of Korea,2014,female,25-34 years,643,3460437,0.896,"1,411,333,926,201",29120,Millenials
Republic of Korea,2014,female,55-74 years,961,5173521,0.896,"1,411,333,926,201",29120,Boomers
Republic of Korea,2014,female,35-54 years,1506,8376722,0.896,"1,411,333,926,201",29120,Generation X
Republic of Korea,2014,male,15-24 years,453,3588494,0.896,"1,411,333,926,201",29120,Millenials
Republic of Korea,2014,female,15-24 years,257,3209671,0.896,"1,411,333,926,201",29120,Millenials
Republic of Korea,2014,male,5-14 years,22,2615352,0.896,"1,411,333,926,201",29120,Generation Z
Republic of Korea,2014,female,5-14 years,11,2424320,0.896,"1,411,333,926,201",29120,Generation Z
Republic of Korea,2015,male,75+ years,1329,944284,0.898,"1,382,764,027,114",28410,Silent
Republic of Korea,2015,male,55-74 years,3123,5071921,0.898,"1,382,764,027,114",28410,Boomers
Republic of Korea,2015,female,75+ years,750,1721418,0.898,"1,382,764,027,114",28410,Silent
Republic of Korea,2015,male,35-54 years,3678,8593620,0.898,"1,382,764,027,114",28410,Generation X
Republic of Korea,2015,male,25-34 years,988,3573299,0.898,"1,382,764,027,114",28410,Millenials
Republic of Korea,2015,female,55-74 years,990,5412589,0.898,"1,382,764,027,114",28410,Boomers
Republic of Korea,2015,female,25-34 years,572,3353452,0.898,"1,382,764,027,114",28410,Millenials
Republic of Korea,2015,female,35-54 years,1372,8337331,0.898,"1,382,764,027,114",28410,Generation X
Republic of Korea,2015,male,15-24 years,421,3580725,0.898,"1,382,764,027,114",28410,Millenials
Republic of Korea,2015,female,15-24 years,256,3211732,0.898,"1,382,764,027,114",28410,Millenials
Republic of Korea,2015,male,5-14 years,17,2523952,0.898,"1,382,764,027,114",28410,Generation Z
Republic of Korea,2015,female,5-14 years,14,2347429,0.898,"1,382,764,027,114",28410,Generation Z
Romania,2011,male,55-74 years,668,2000334,0.798,"184,367,381,749",9086,Boomers
Romania,2011,male,35-54 years,896,3050462,0.798,"184,367,381,749",9086,Generation X
Romania,2011,male,75+ years,143,534670,0.798,"184,367,381,749",9086,Silent
Romania,2011,male,25-34 years,233,1719127,0.798,"184,367,381,749",9086,Millenials
Romania,2011,male,15-24 years,186,1438023,0.798,"184,367,381,749",9086,Millenials
Romania,2011,female,75+ years,62,884450,0.798,"184,367,381,749",9086,Silent
Romania,2011,female,55-74 years,152,2450665,0.798,"184,367,381,749",9086,Boomers
Romania,2011,female,35-54 years,117,3048485,0.798,"184,367,381,749",9086,Generation X
Romania,2011,female,15-24 years,30,1379354,0.798,"184,367,381,749",9086,Millenials
Romania,2011,female,25-34 years,30,1635487,0.798,"184,367,381,749",9086,Millenials
Romania,2011,male,5-14 years,16,1104004,0.798,"184,367,381,749",9086,Generation Z
Romania,2011,female,5-14 years,3,1046640,0.798,"184,367,381,749",9086,Generation Z
Romania,2012,male,55-74 years,667,2037178,0.795,"171,664,638,717",9015,Boomers
Romania,2012,male,35-54 years,903,2880956,0.795,"171,664,638,717",9015,Generation X
Romania,2012,male,75+ years,152,549396,0.795,"171,664,638,717",9015,Silent
Romania,2012,male,25-34 years,253,1438391,0.795,"171,664,638,717",9015,Millenials
Romania,2012,male,15-24 years,156,1240383,0.795,"171,664,638,717",9015,Millenials
Romania,2012,female,55-74 years,135,2465486,0.795,"171,664,638,717",9015,Boomers
Romania,2012,female,75+ years,42,927366,0.795,"171,664,638,717",9015,Silent
Romania,2012,female,35-54 years,112,2816257,0.795,"171,664,638,717",9015,Generation X
Romania,2012,female,25-34 years,32,1373925,0.795,"171,664,638,717",9015,Millenials
Romania,2012,female,15-24 years,27,1168598,0.795,"171,664,638,717",9015,Millenials
Romania,2012,male,5-14 years,11,1100497,0.795,"171,664,638,717",9015,Generation Z
Romania,2012,female,5-14 years,5,1043161,0.795,"171,664,638,717",9015,Generation Z
Romania,2013,male,55-74 years,676,2052427,0.8,"191,549,024,911",10080,Boomers
Romania,2013,male,35-54 years,830,2902422,0.8,"191,549,024,911",10080,Generation X
Romania,2013,male,75+ years,158,561583,0.8,"191,549,024,911",10080,Silent
Romania,2013,male,25-34 years,237,1438227,0.8,"191,549,024,911",10080,Millenials
Romania,2013,male,15-24 years,134,1198610,0.8,"191,549,024,911",10080,Millenials
Romania,2013,female,75+ years,53,952420,0.8,"191,549,024,911",10080,Silent
Romania,2013,female,55-74 years,135,2471792,0.8,"191,549,024,911",10080,Boomers
Romania,2013,female,35-54 years,119,2811283,0.8,"191,549,024,911",10080,Generation X
Romania,2013,female,25-34 years,29,1355015,0.8,"191,549,024,911",10080,Millenials
Romania,2013,female,15-24 years,22,1124343,0.8,"191,549,024,911",10080,Millenials
Romania,2013,male,5-14 years,8,1096591,0.8,"191,549,024,911",10080,Generation Z
Romania,2013,female,5-14 years,6,1038632,0.8,"191,549,024,911",10080,Generation Z
Romania,2014,male,55-74 years,644,2061013,0.802,"199,493,490,983",10526,Boomers
Romania,2014,male,75+ years,172,572374,0.802,"199,493,490,983",10526,Silent
Romania,2014,male,35-54 years,705,2917749,0.802,"199,493,490,983",10526,Generation X
Romania,2014,male,25-34 years,230,1430960,0.802,"199,493,490,983",10526,Millenials
Romania,2014,male,15-24 years,125,1158355,0.802,"199,493,490,983",10526,Millenials
Romania,2014,female,75+ years,58,976072,0.802,"199,493,490,983",10526,Silent
Romania,2014,female,55-74 years,138,2470673,0.802,"199,493,490,983",10526,Boomers
Romania,2014,female,35-54 years,91,2812215,0.802,"199,493,490,983",10526,Generation X
Romania,2014,female,25-34 years,18,1335635,0.802,"199,493,490,983",10526,Millenials
Romania,2014,female,15-24 years,14,1087344,0.802,"199,493,490,983",10526,Millenials
Romania,2014,male,5-14 years,11,1094389,0.802,"199,493,490,983",10526,Generation Z
Romania,2014,female,5-14 years,3,1035456,0.802,"199,493,490,983",10526,Generation Z
Romania,2015,male,75+ years,189,578683,0.805,"177,911,101,680",9431,Silent
Romania,2015,male,55-74 years,631,2065830,0.805,"177,911,101,680",9431,Boomers
Romania,2015,male,35-54 years,734,2931496,0.805,"177,911,101,680",9431,Generation X
Romania,2015,male,25-34 years,198,1398510,0.805,"177,911,101,680",9431,Millenials
Romania,2015,male,15-24 years,123,1126484,0.805,"177,911,101,680",9431,Millenials
Romania,2015,female,75+ years,66,991307,0.805,"177,911,101,680",9431,Silent
Romania,2015,female,55-74 years,129,2467460,0.805,"177,911,101,680",9431,Boomers
Romania,2015,female,35-54 years,104,2818504,0.805,"177,911,101,680",9431,Generation X
Romania,2015,female,25-34 years,24,1307443,0.805,"177,911,101,680",9431,Millenials
Romania,2015,female,15-24 years,15,1060311,0.805,"177,911,101,680",9431,Millenials
Romania,2015,male,5-14 years,11,1088177,0.805,"177,911,101,680",9431,Generation Z
Romania,2015,female,5-14 years,4,1029722,0.805,"177,911,101,680",9431,Generation Z
Russian Federation,2011,male,75+ years,1485,2093449,0.789,"2,051,661,732,060",15226,Silent
Russian Federation,2011,male,25-34 years,6011,11598196,0.789,"2,051,661,732,060",15226,Millenials
Russian Federation,2011,male,35-54 years,9411,19684905,0.789,"2,051,661,732,060",15226,Generation X
Russian Federation,2011,male,55-74 years,4892,11401026,0.789,"2,051,661,732,060",15226,Boomers
Russian Federation,2011,male,15-24 years,3569,10070836,0.789,"2,051,661,732,060",15226,Millenials
Russian Federation,2011,female,75+ years,1103,5829088,0.789,"2,051,661,732,060",15226,Silent
Russian Federation,2011,female,15-24 years,740,9723773,0.789,"2,051,661,732,060",15226,Millenials
Russian Federation,2011,female,55-74 years,1300,17200185,0.789,"2,051,661,732,060",15226,Boomers
Russian Federation,2011,female,25-34 years,843,11638171,0.789,"2,051,661,732,060",15226,Millenials
Russian Federation,2011,female,35-54 years,1515,21733089,0.789,"2,051,661,732,060",15226,Generation X
Russian Federation,2011,male,5-14 years,102,7052757,0.789,"2,051,661,732,060",15226,Generation Z
Russian Federation,2011,female,5-14 years,67,6720399,0.789,"2,051,661,732,060",15226,Generation Z
Russian Federation,2012,male,75+ years,1486,2211989,0.798,"2,210,256,976,945",16413,Silent
Russian Federation,2012,male,25-34 years,5762,11845892,0.798,"2,210,256,976,945",16413,Millenials
Russian Federation,2012,male,35-54 years,8755,19588712,0.798,"2,210,256,976,945",16413,Generation X
Russian Federation,2012,male,55-74 years,4804,11597408,0.798,"2,210,256,976,945",16413,Boomers
Russian Federation,2012,male,15-24 years,3275,9484213,0.798,"2,210,256,976,945",16413,Millenials
Russian Federation,2012,female,75+ years,1095,6062562,0.798,"2,210,256,976,945",16413,Silent
Russian Federation,2012,female,25-34 years,866,11827264,0.798,"2,210,256,976,945",16413,Millenials
Russian Federation,2012,female,35-54 years,1572,21564691,0.798,"2,210,256,976,945",16413,Generation X
Russian Federation,2012,female,55-74 years,1229,17375445,0.798,"2,210,256,976,945",16413,Boomers
Russian Federation,2012,female,15-24 years,627,9131383,0.798,"2,210,256,976,945",16413,Millenials
Russian Federation,2012,male,5-14 years,107,7159170,0.798,"2,210,256,976,945",16413,Generation Z
Russian Federation,2012,female,5-14 years,65,6819793,0.798,"2,210,256,976,945",16413,Generation Z
Russian Federation,2013,male,75+ years,1549,2349484,0.804,"2,297,128,039,058",17052,Silent
Russian Federation,2013,male,25-34 years,5825,12057910,0.804,"2,297,128,039,058",17052,Millenials
Russian Federation,2013,male,35-54 years,8815,19484117,0.804,"2,297,128,039,058",17052,Generation X
Russian Federation,2013,male,55-74 years,4644,11808589,0.804,"2,297,128,039,058",17052,Boomers
Russian Federation,2013,male,15-24 years,2770,8908926,0.804,"2,297,128,039,058",17052,Millenials
Russian Federation,2013,female,75+ years,1000,6355318,0.804,"2,297,128,039,058",17052,Silent
Russian Federation,2013,female,35-54 years,1454,21385188,0.804,"2,297,128,039,058",17052,Generation X
Russian Federation,2013,female,25-34 years,803,11984461,0.804,"2,297,128,039,058",17052,Millenials
Russian Federation,2013,female,55-74 years,1154,17517861,0.804,"2,297,128,039,058",17052,Boomers
Russian Federation,2013,female,15-24 years,511,8554683,0.804,"2,297,128,039,058",17052,Millenials
Russian Federation,2013,male,5-14 years,111,7327888,0.804,"2,297,128,039,058",17052,Generation Z
Russian Federation,2013,female,5-14 years,54,6979537,0.804,"2,297,128,039,058",17052,Generation Z
Russian Federation,2014,male,75+ years,1597,2349484,0.807,"2,063,662,665,172",15319,Silent
Russian Federation,2014,male,25-34 years,5276,12057910,0.807,"2,063,662,665,172",15319,Millenials
Russian Federation,2014,male,35-54 years,8105,19484117,0.807,"2,063,662,665,172",15319,Generation X
Russian Federation,2014,male,55-74 years,4501,11808589,0.807,"2,063,662,665,172",15319,Boomers
Russian Federation,2014,male,15-24 years,2311,8908926,0.807,"2,063,662,665,172",15319,Millenials
Russian Federation,2014,female,75+ years,1019,6355318,0.807,"2,063,662,665,172",15319,Silent
Russian Federation,2014,female,55-74 years,1105,17517861,0.807,"2,063,662,665,172",15319,Boomers
Russian Federation,2014,female,35-54 years,1297,21385188,0.807,"2,063,662,665,172",15319,Generation X
Russian Federation,2014,female,25-34 years,723,11984461,0.807,"2,063,662,665,172",15319,Millenials
Russian Federation,2014,female,15-24 years,467,8554683,0.807,"2,063,662,665,172",15319,Millenials
Russian Federation,2014,male,5-14 years,96,7327888,0.807,"2,063,662,665,172",15319,Generation Z
Russian Federation,2014,female,5-14 years,44,6979537,0.807,"2,063,662,665,172",15319,Generation Z
Russian Federation,2015,male,75+ years,1519,2608590,0.813,"1,368,400,705,491",9987,Silent
Russian Federation,2015,male,35-54 years,7898,19598084,0.813,"1,368,400,705,491",9987,Generation X
Russian Federation,2015,male,25-34 years,4994,12407057,0.813,"1,368,400,705,491",9987,Millenials
Russian Federation,2015,male,55-74 years,4443,12564884,0.813,"1,368,400,705,491",9987,Boomers
Russian Federation,2015,male,15-24 years,1928,7995706,0.813,"1,368,400,705,491",9987,Millenials
Russian Federation,2015,female,75+ years,953,6957819,0.813,"1,368,400,705,491",9987,Silent
Russian Federation,2015,female,35-54 years,1391,21387236,0.813,"1,368,400,705,491",9987,Generation X
Russian Federation,2015,female,25-34 years,730,12264840,0.813,"1,368,400,705,491",9987,Millenials
Russian Federation,2015,female,55-74 years,1062,18280577,0.813,"1,368,400,705,491",9987,Boomers
Russian Federation,2015,female,15-24 years,378,7653174,0.813,"1,368,400,705,491",9987,Millenials
Russian Federation,2015,male,5-14 years,79,7836667,0.813,"1,368,400,705,491",9987,Generation Z
Russian Federation,2015,female,5-14 years,57,7464309,0.813,"1,368,400,705,491",9987,Generation Z
Saint Lucia,2011,male,55-74 years,3,10517,0.734,"1,437,684,815",8826,Boomers
Saint Lucia,2011,male,35-54 years,4,23081,0.734,"1,437,684,815",8826,Generation X
Saint Lucia,2011,male,25-34 years,1,13402,0.734,"1,437,684,815",8826,Millenials
Saint Lucia,2011,female,15-24 years,0,15844,0.734,"1,437,684,815",8826,Millenials
Saint Lucia,2011,female,25-34 years,0,14012,0.734,"1,437,684,815",8826,Millenials
Saint Lucia,2011,female,35-54 years,0,24250,0.734,"1,437,684,815",8826,Generation X
Saint Lucia,2011,female,5-14 years,0,13949,0.734,"1,437,684,815",8826,Generation Z
Saint Lucia,2011,female,55-74 years,0,11141,0.734,"1,437,684,815",8826,Boomers
Saint Lucia,2011,female,75+ years,0,3936,0.734,"1,437,684,815",8826,Silent
Saint Lucia,2011,male,15-24 years,0,15798,0.734,"1,437,684,815",8826,Millenials
Saint Lucia,2011,male,5-14 years,0,14055,0.734,"1,437,684,815",8826,Generation Z
Saint Lucia,2011,male,75+ years,0,2907,0.734,"1,437,684,815",8826,Silent
Saint Lucia,2012,male,75+ years,1,2977,0.73,"1,436,803,333",8764,Silent
Saint Lucia,2012,male,35-54 years,4,23432,0.73,"1,436,803,333",8764,Generation X
Saint Lucia,2012,male,55-74 years,1,10788,0.73,"1,436,803,333",8764,Boomers
Saint Lucia,2012,male,25-34 years,1,13446,0.73,"1,436,803,333",8764,Millenials
Saint Lucia,2012,male,5-14 years,1,13592,0.73,"1,436,803,333",8764,Generation Z
Saint Lucia,2012,male,15-24 years,1,16016,0.73,"1,436,803,333",8764,Millenials
Saint Lucia,2012,female,35-54 years,1,24624,0.73,"1,436,803,333",8764,Generation X
Saint Lucia,2012,female,15-24 years,0,16001,0.73,"1,436,803,333",8764,Millenials
Saint Lucia,2012,female,25-34 years,0,14085,0.73,"1,436,803,333",8764,Millenials
Saint Lucia,2012,female,5-14 years,0,13460,0.73,"1,436,803,333",8764,Generation Z
Saint Lucia,2012,female,55-74 years,0,11502,0.73,"1,436,803,333",8764,Boomers
Saint Lucia,2012,female,75+ years,0,4017,0.73,"1,436,803,333",8764,Silent
Saint Lucia,2013,male,75+ years,1,3037,0.733,"1,489,928,889",9041,Silent
Saint Lucia,2013,male,25-34 years,3,13451,0.733,"1,489,928,889",9041,Millenials
Saint Lucia,2013,male,55-74 years,2,11088,0.733,"1,489,928,889",9041,Boomers
Saint Lucia,2013,male,35-54 years,4,23758,0.733,"1,489,928,889",9041,Generation X
Saint Lucia,2013,male,15-24 years,2,16184,0.733,"1,489,928,889",9041,Millenials
Saint Lucia,2013,male,5-14 years,1,13116,0.733,"1,489,928,889",9041,Generation Z
Saint Lucia,2013,female,35-54 years,1,24949,0.733,"1,489,928,889",9041,Generation X
Saint Lucia,2013,female,15-24 years,0,16134,0.733,"1,489,928,889",9041,Millenials
Saint Lucia,2013,female,25-34 years,0,14124,0.733,"1,489,928,889",9041,Millenials
Saint Lucia,2013,female,5-14 years,0,12956,0.733,"1,489,928,889",9041,Generation Z
Saint Lucia,2013,female,55-74 years,0,11907,0.733,"1,489,928,889",9041,Boomers
Saint Lucia,2013,female,75+ years,0,4086,0.733,"1,489,928,889",9041,Silent
Saint Lucia,2014,male,55-74 years,3,11439,0.737,"1,551,921,037",9372,Boomers
Saint Lucia,2014,male,25-34 years,3,13477,0.737,"1,551,921,037",9372,Millenials
Saint Lucia,2014,male,35-54 years,4,24066,0.737,"1,551,921,037",9372,Generation X
Saint Lucia,2014,female,25-34 years,2,14165,0.737,"1,551,921,037",9372,Millenials
Saint Lucia,2014,female,15-24 years,1,16194,0.737,"1,551,921,037",9372,Millenials
Saint Lucia,2014,male,15-24 years,1,16267,0.737,"1,551,921,037",9372,Millenials
Saint Lucia,2014,female,35-54 years,0,25264,0.737,"1,551,921,037",9372,Generation X
Saint Lucia,2014,female,5-14 years,0,12464,0.737,"1,551,921,037",9372,Generation Z
Saint Lucia,2014,female,55-74 years,0,12366,0.737,"1,551,921,037",9372,Boomers
Saint Lucia,2014,female,75+ years,0,4163,0.737,"1,551,921,037",9372,Silent
Saint Lucia,2014,male,5-14 years,0,12649,0.737,"1,551,921,037",9372,Generation Z
Saint Lucia,2014,male,75+ years,0,3082,0.737,"1,551,921,037",9372,Silent
Saint Vincent and Grenadines,2011,male,35-54 years,3,14471,0.717,"676,129,407",6759,Generation X
Saint Vincent and Grenadines,2011,female,55-74 years,1,6091,0.717,"676,129,407",6759,Boomers
Saint Vincent and Grenadines,2011,male,15-24 years,1,10177,0.717,"676,129,407",6759,Millenials
Saint Vincent and Grenadines,2011,female,15-24 years,0,9973,0.717,"676,129,407",6759,Millenials
Saint Vincent and Grenadines,2011,female,25-34 years,0,8686,0.717,"676,129,407",6759,Millenials
Saint Vincent and Grenadines,2011,female,35-54 years,0,13447,0.717,"676,129,407",6759,Generation X
Saint Vincent and Grenadines,2011,female,5-14 years,0,9530,0.717,"676,129,407",6759,Generation Z
Saint Vincent and Grenadines,2011,female,75+ years,0,1807,0.717,"676,129,407",6759,Silent
Saint Vincent and Grenadines,2011,male,25-34 years,0,8921,0.717,"676,129,407",6759,Millenials
Saint Vincent and Grenadines,2011,male,5-14 years,0,9742,0.717,"676,129,407",6759,Generation Z
Saint Vincent and Grenadines,2011,male,55-74 years,0,5909,0.717,"676,129,407",6759,Boomers
Saint Vincent and Grenadines,2011,male,75+ years,0,1283,0.717,"676,129,407",6759,Silent
Saint Vincent and Grenadines,2012,male,25-34 years,2,8898,0.718,"692,933,741",6918,Millenials
Saint Vincent and Grenadines,2012,male,15-24 years,2,10078,0.718,"692,933,741",6918,Millenials
Saint Vincent and Grenadines,2012,male,55-74 years,1,6126,0.718,"692,933,741",6918,Boomers
Saint Vincent and Grenadines,2012,female,35-54 years,2,13558,0.718,"692,933,741",6918,Generation X
Saint Vincent and Grenadines,2012,male,35-54 years,2,14545,0.718,"692,933,741",6918,Generation X
Saint Vincent and Grenadines,2012,female,15-24 years,1,9859,0.718,"692,933,741",6918,Millenials
Saint Vincent and Grenadines,2012,female,25-34 years,0,8700,0.718,"692,933,741",6918,Millenials
Saint Vincent and Grenadines,2012,female,5-14 years,0,9355,0.718,"692,933,741",6918,Generation Z
Saint Vincent and Grenadines,2012,female,55-74 years,0,6253,0.718,"692,933,741",6918,Boomers
Saint Vincent and Grenadines,2012,female,75+ years,0,1881,0.718,"692,933,741",6918,Silent
Saint Vincent and Grenadines,2012,male,5-14 years,0,9568,0.718,"692,933,741",6918,Generation Z
Saint Vincent and Grenadines,2012,male,75+ years,0,1346,0.718,"692,933,741",6918,Silent
Saint Vincent and Grenadines,2013,female,15-24 years,0,9748,0.721,"721,207,148",7183,Millenials
Saint Vincent and Grenadines,2013,female,25-34 years,0,8694,0.721,"721,207,148",7183,Millenials
Saint Vincent and Grenadines,2013,female,35-54 years,0,13666,0.721,"721,207,148",7183,Generation X
Saint Vincent and Grenadines,2013,female,5-14 years,0,9231,0.721,"721,207,148",7183,Generation Z
Saint Vincent and Grenadines,2013,female,55-74 years,0,6444,0.721,"721,207,148",7183,Boomers
Saint Vincent and Grenadines,2013,female,75+ years,0,1948,0.721,"721,207,148",7183,Silent
Saint Vincent and Grenadines,2013,male,15-24 years,0,9986,0.721,"721,207,148",7183,Millenials
Saint Vincent and Grenadines,2013,male,25-34 years,0,8863,0.721,"721,207,148",7183,Millenials
Saint Vincent and Grenadines,2013,male,35-54 years,0,14602,0.721,"721,207,148",7183,Generation X
Saint Vincent and Grenadines,2013,male,5-14 years,0,9440,0.721,"721,207,148",7183,Generation Z
Saint Vincent and Grenadines,2013,male,55-74 years,0,6377,0.721,"721,207,148",7183,Boomers
Saint Vincent and Grenadines,2013,male,75+ years,0,1399,0.721,"721,207,148",7183,Silent
Saint Vincent and Grenadines,2014,male,75+ years,1,1440,0.72,"725,185,185",7203,Silent
Saint Vincent and Grenadines,2014,male,25-34 years,1,8817,0.72,"725,185,185",7203,Millenials
Saint Vincent and Grenadines,2014,female,15-24 years,0,9636,0.72,"725,185,185",7203,Millenials
Saint Vincent and Grenadines,2014,female,25-34 years,0,8665,0.72,"725,185,185",7203,Millenials
Saint Vincent and Grenadines,2014,female,35-54 years,0,13751,0.72,"725,185,185",7203,Generation X
Saint Vincent and Grenadines,2014,female,5-14 years,0,9144,0.72,"725,185,185",7203,Generation Z
Saint Vincent and Grenadines,2014,female,55-74 years,0,6689,0.72,"725,185,185",7203,Boomers
Saint Vincent and Grenadines,2014,female,75+ years,0,1991,0.72,"725,185,185",7203,Silent
Saint Vincent and Grenadines,2014,male,15-24 years,0,9888,0.72,"725,185,185",7203,Millenials
